level,series,comparison,model_a,model_b,horizon,n,origins,mae_a,mae_b,delta_mae_pct_b_vs_a,delta_mae_pct_ci95_lo,delta_mae_pct_ci95_hi,better_by_mae,dm_abs,p_abs,sig_abs,dm_sq,p_sq,sig_sq
path,Global,TimesFM vs ARIMA,timesfm_C1_inst_global,arima,1,47,47,0.21371679218954406,0.19070136808278298,-10.769122945823014,-26.731497192303248,9.407283737821603,arima,1.0825677865269847,0.284642619732838,ns,0.9681038760580104,0.3380552241936763,ns
path,Global,TimesFM vs ARIMA,timesfm_C1_inst_global,arima,3,135,45,0.34872855005917064,0.35654408572532686,2.241151653579875,-12.828817677884798,18.710796865778224,timesfm_C1_inst_global,-0.22699205666118216,0.8207758523020945,ns,-0.7556025496930957,0.4512136867213574,ns
path,Global,TimesFM vs ARIMA,timesfm_C1_inst_global,arima,6,252,42,0.6071951402932142,0.6821288379410344,12.34095806689671,-4.6455780841748995,31.515084796391445,timesfm_C1_inst_global,-1.0871763329495703,0.278001780894345,ns,-1.2041617642203817,0.22966136024043107,ns
path,Global,TimesFM vs ARIMA,timesfm_C1_inst_global,arima,12,432,36,1.1912899074706127,1.5443560436970605,29.637297689870458,5.423324443341887,62.98451487456292,timesfm_C1_inst_global,-1.7663399423844786,0.07804665393038814,*,-1.4287057581388478,0.15381311892228539,ns
endpoint,Global,TimesFM vs ARIMA,timesfm_C1_inst_global,arima,1,47,47,0.21371679218954406,0.19070136808278298,-10.769122945823014,-26.731497192303248,9.407283737821603,arima,1.0825677865269847,0.284642619732838,ns,0.9681038760580104,0.3380552241936763,ns
endpoint,Global,TimesFM vs ARIMA,timesfm_C1_inst_global,arima,3,45,45,0.5051317492354217,0.539317190004311,6.767628607909345,-10.110687336887793,25.138875310174097,timesfm_C1_inst_global,-0.47743297014433767,0.6354169998707012,ns,-0.7349596804467932,0.4662634396201636,ns
endpoint,Global,TimesFM vs ARIMA,timesfm_C1_inst_global,arima,6,42,42,1.0178354905872002,1.2438891695546392,22.20925493932484,1.1048395989833664,48.95275079951244,timesfm_C1_inst_global,-0.7275055639299446,0.47105050203473375,ns,-0.5996946854064901,0.5520097445048147,ns
endpoint,Global,TimesFM vs ARIMA,timesfm_C1_inst_global,arima,12,36,36,1.9708173132676157,2.894440977878863,46.86500663422117,13.769265868095358,100.4272785202334,timesfm_C1_inst_global,-0.8101122179170198,0.4233497362966314,ns,-0.6104562308162207,0.5455035016924183,ns
path,Global,TimesFM vs AutoARIMA,timesfm_C1_inst_global,auto_arima,1,47,47,0.21371679218954406,0.17866293951079507,-16.40201142812398,-33.5637938780839,6.382214485120098,auto_arima,1.511888437066658,0.137402437009654,ns,0.9000275206901915,0.37279337967770776,ns
path,Global,TimesFM vs AutoARIMA,timesfm_C1_inst_global,auto_arima,3,135,45,0.34872855005917064,0.3304854813320288,-5.23130920139645,-20.2806102318044,11.961088506688869,auto_arima,0.5182515028589744,0.6051374774163851,ns,-0.14733468655512533,0.8830893064520777,ns
path,Global,TimesFM vs AutoARIMA,timesfm_C1_inst_global,auto_arima,6,252,42,0.6071951402932142,0.6059106368105316,-0.2115470624587546,-13.882285152416278,14.380775884436288,auto_arima,0.02358294832010141,0.9812040109666451,ns,-0.669113759135766,0.5040378794767162,ns
path,Global,TimesFM vs AutoARIMA,timesfm_C1_inst_global,auto_arima,12,432,36,1.1912899074706127,1.3294378126417792,11.596497569973275,-1.6321544887555441,26.536272040118817,timesfm_C1_inst_global,-1.3150031388748338,0.1892080602424486,ns,-1.6719784606645434,0.09525433629358607,*
endpoint,Global,TimesFM vs AutoARIMA,timesfm_C1_inst_global,auto_arima,1,47,47,0.21371679218954406,0.17866293951079507,-16.40201142812398,-33.5637938780839,6.382214485120098,auto_arima,1.511888437066658,0.137402437009654,ns,0.9000275206901915,0.37279337967770776,ns
endpoint,Global,TimesFM vs AutoARIMA,timesfm_C1_inst_global,auto_arima,3,45,45,0.5051317492354217,0.4924527858423966,-2.510030979485303,-17.30889941034429,14.273521967889948,auto_arima,0.16302349428173762,0.871246393506138,ns,-0.2557641185210489,0.799324911345874,ns
endpoint,Global,TimesFM vs AutoARIMA,timesfm_C1_inst_global,auto_arima,6,42,42,1.0178354905872002,1.0713662942126052,5.259278549475856,-7.681864991582263,19.621839894364506,timesfm_C1_inst_global,-0.3470840092106192,0.7303035198023649,ns,-0.5169787274121881,0.6079488091311109,ns
endpoint,Global,TimesFM vs AutoARIMA,timesfm_C1_inst_global,auto_arima,12,36,36,1.9708173132676157,2.482112228302531,25.943293251630116,11.738745872664044,45.11652289076312,timesfm_C1_inst_global,-1.8945327243934211,0.06644051581073167,*,-1.2342227897626308,0.225343079006764,ns
path,Global,TimesFM validated vs ARIMA,timesfm_C1_validated_global,arima,1,47,47,0.1951982194006292,0.19070136808278298,-2.3037358289712566,-17.02062123139824,16.93709170844494,arima,0.2621958439115794,0.7943410885494431,ns,1.1499146730026377,0.25612239235647255,ns
path,Global,TimesFM validated vs ARIMA,timesfm_C1_validated_global,arima,3,135,45,0.3604659896023097,0.35654408572532686,-1.0880094072979622,-16.01173085008203,16.236522037316032,arima,0.10771043237275164,0.914386499560048,ns,0.10099240303459467,0.9197074447788631,ns
path,Global,TimesFM validated vs ARIMA,timesfm_C1_validated_global,arima,6,252,42,0.6303054958899337,0.6821288379410344,8.221940374790943,-9.902617863914246,29.990626812960247,timesfm_C1_validated_global,-0.6557852615439915,0.512562951035755,ns,-0.49749489527951757,0.6192756374790072,ns
path,Global,TimesFM validated vs ARIMA,timesfm_C1_validated_global,arima,12,432,36,1.2225321355121819,1.5443560436970605,26.32437208286962,1.296878133953729,63.19646258005683,timesfm_C1_validated_global,-1.4666961778459249,0.14318797001894537,ns,-1.0515717412677872,0.2935852983887726,ns
endpoint,Global,TimesFM validated vs ARIMA,timesfm_C1_validated_global,arima,1,47,47,0.1951982194006292,0.19070136808278298,-2.3037358289712566,-17.02062123139824,16.93709170844494,arima,0.2621958439115794,0.7943410885494431,ns,1.1499146730026377,0.25612239235647255,ns
endpoint,Global,TimesFM validated vs ARIMA,timesfm_C1_validated_global,arima,3,45,45,0.5303211095844181,0.539317190004311,1.6963459038887903,-15.347887763614354,22.186755310410796,timesfm_C1_validated_global,-0.10554475544855996,0.9164232662380449,ns,-0.07617254573224698,0.9396271299430388,ns
endpoint,Global,TimesFM validated vs ARIMA,timesfm_C1_validated_global,arima,6,42,42,1.054724080099592,1.2438891695546392,17.935030879088803,-3.5114977762663573,45.778768482180396,timesfm_C1_validated_global,-0.5417646701754513,0.5909128950457117,ns,-0.3236093414355941,0.7478787696300944,ns
endpoint,Global,TimesFM validated vs ARIMA,timesfm_C1_validated_global,arima,12,36,36,2.0188259865721383,2.894440977878863,43.37248465844615,10.262748577046152,97.46654769880469,timesfm_C1_validated_global,-0.7244161010477578,0.4736253524454501,ns,-0.503381740189995,0.617849452012373,ns
path,Global,TimesFM validated vs AutoARIMA,timesfm_C1_validated_global,auto_arima,1,47,47,0.1951982194006292,0.17866293951079507,-8.47101983850414,-21.73750219338543,7.593813290680418,auto_arima,1.067777373857915,0.29119278703659557,ns,1.0780675082771076,0.2866246523946525,ns
path,Global,TimesFM validated vs AutoARIMA,timesfm_C1_validated_global,auto_arima,3,135,45,0.3604659896023097,0.3304854813320288,-8.317153111548022,-19.929967938800985,4.337884579602799,auto_arima,1.080651356033596,0.28179332106224186,ns,0.6628747428166915,0.5085494037038969,ns
path,Global,TimesFM validated vs AutoARIMA,timesfm_C1_validated_global,auto_arima,6,252,42,0.6303054958899337,0.6059106368105316,-3.870323079597898,-15.020597981049308,8.263541776795725,auto_arima,0.5155196466023123,0.6066436994122735,ns,0.004832340714312437,0.9961482033690077,ns
path,Global,TimesFM validated vs AutoARIMA,timesfm_C1_validated_global,auto_arima,12,432,36,1.2225321355121819,1.3294378126417792,8.744610797883771,-3.5706225831063683,23.58215814841295,timesfm_C1_validated_global,-1.067910211734563,0.28615878716277515,ns,-1.2849753470116272,0.1994910146387406,ns
endpoint,Global,TimesFM validated vs AutoARIMA,timesfm_C1_validated_global,auto_arima,1,47,47,0.1951982194006292,0.17866293951079507,-8.47101983850414,-21.73750219338543,7.593813290680418,auto_arima,1.067777373857915,0.29119278703659557,ns,1.0780675082771076,0.2866246523946525,ns
endpoint,Global,TimesFM validated vs AutoARIMA,timesfm_C1_validated_global,auto_arima,3,45,45,0.5303211095844181,0.4924527858423966,-7.1406404643588,-19.422291027001858,6.267791181917619,auto_arima,0.6536155782822055,0.5167609429479016,ns,0.3364156908617634,0.7381566402550481,ns
endpoint,Global,TimesFM validated vs AutoARIMA,timesfm_C1_validated_global,auto_arima,6,42,42,1.054724080099592,1.0713662942126052,1.5778737232814204,-10.025601670827527,14.708539771192756,timesfm_C1_validated_global,-0.13467586062555578,0.8935271385019325,ns,-0.2350881313884106,0.8153105527568014,ns
endpoint,Global,TimesFM validated vs AutoARIMA,timesfm_C1_validated_global,auto_arima,12,36,36,2.0188259865721383,2.482112228302531,22.948299893693594,8.963757409620571,42.706165022138066,timesfm_C1_validated_global,-1.700822118367007,0.09784658000462099,*,-1.1542812346892708,0.25620576642434184,ns
path,Europe,TimesFM context,timesfm_C0_europe,timesfm_C1_full_europe,1,47,47,0.35258854642827486,0.4357534919901094,23.586967416921553,-3.791363605199085,56.32174566636078,timesfm_C0_europe,-1.6762101447721376,0.10048178544999203,ns,-1.6102298874240073,0.1141895565021528,ns
path,Europe,TimesFM context,timesfm_C0_europe,timesfm_C1_full_europe,3,135,45,0.6970091869212973,0.6912703201859092,-0.8233559676217226,-9.883065060133351,9.494389193981295,timesfm_C1_full_europe,0.13706994009642204,0.8911812470538927,ns,0.19140335579108653,0.8484993093492175,ns
path,Europe,TimesFM context,timesfm_C0_europe,timesfm_C1_full_europe,6,252,42,1.0349565148732025,0.994965420677549,-3.864036181322362,-11.03497923262897,4.301894102562858,timesfm_C1_full_europe,0.7507937905125044,0.4534800453608636,ns,0.9450563550907156,0.3455389463032097,ns
path,Europe,TimesFM context,timesfm_C0_europe,timesfm_C1_full_europe,12,432,36,2.0143598959181044,1.9946477586251719,-0.9785807061030738,-5.495537725252158,4.173074834030767,timesfm_C1_full_europe,0.3044153245396705,0.7609584204186629,ns,0.636369160254181,0.5248736384504744,ns
endpoint,Europe,TimesFM context,timesfm_C0_europe,timesfm_C1_full_europe,1,47,47,0.35258854642827486,0.4357534919901094,23.586967416921553,-3.791363605199085,56.32174566636078,timesfm_C0_europe,-1.6762101447721376,0.10048178544999203,ns,-1.6102298874240073,0.1141895565021528,ns
endpoint,Europe,TimesFM context,timesfm_C0_europe,timesfm_C1_full_europe,3,45,45,0.9799122178819459,0.9184117635091152,-6.276118743142348,-15.946757754893662,4.145990586293398,timesfm_C1_full_europe,0.7037226208817231,0.4853131465407533,ns,0.6872457047105883,0.4955345724234692,ns
endpoint,Europe,TimesFM context,timesfm_C0_europe,timesfm_C1_full_europe,6,42,42,1.5316501217796679,1.4582460530598955,-4.792482805047022,-11.679823787043858,2.445260279607157,timesfm_C1_full_europe,0.6968390310953718,0.4898358842580698,ns,0.7627863414388443,0.4499574363911485,ns
endpoint,Europe,TimesFM context,timesfm_C0_europe,timesfm_C1_full_europe,12,36,36,3.618879674275716,3.671084179348416,1.4425598464571354,-2.271422546374521,5.923057888358576,timesfm_C0_europe,-0.4277541693511688,0.6714506578137276,ns,0.1333278599321304,0.8946977512724805,ns
path,Europe,TimesFM validated context,timesfm_C0_europe,timesfm_C1_validated_europe,1,47,47,0.35258854642827486,0.35160875902503014,-0.2778840700215536,-1.5990986117441781,1.042374886492773,timesfm_C1_validated_europe,0.4273376838213434,0.6711271815251281,ns,-0.42428521226530796,0.6733356055359629,ns
path,Europe,TimesFM validated context,timesfm_C0_europe,timesfm_C1_validated_europe,3,135,45,0.6970091869212973,0.7011866823735147,0.5993458236425011,0.0734057201681825,1.0582291121606227,timesfm_C0_europe,-1.8919034485328707,0.06066161642115646,*,-2.946100891006138,0.003796159587794263,**
path,Europe,TimesFM validated context,timesfm_C0_europe,timesfm_C1_validated_europe,6,252,42,1.0349565148732025,1.0399445952580206,0.4819603831789243,0.12777324763834674,0.8168238576227671,timesfm_C0_europe,-2.0477536129850717,0.041624976059194546,**,-2.7084944718739257,0.00722393162752052,**
path,Europe,TimesFM validated context,timesfm_C0_europe,timesfm_C1_validated_europe,12,432,36,2.0143598959181044,2.0160966358149772,0.0862179544177864,-0.12703692871987954,0.26313747742538807,timesfm_C0_europe,-0.6844947520046784,0.49403070051369324,ns,-1.2139068380653817,0.22544805320329592,ns
endpoint,Europe,TimesFM validated context,timesfm_C0_europe,timesfm_C1_validated_europe,1,47,47,0.35258854642827486,0.35160875902503014,-0.2778840700215536,-1.5990986117441781,1.042374886492773,timesfm_C1_validated_europe,0.4273376838213434,0.6711271815251281,ns,-0.42428521226530796,0.6733356055359629,ns
endpoint,Europe,TimesFM validated context,timesfm_C0_europe,timesfm_C1_validated_europe,3,45,45,0.9799122178819459,0.9854807638719223,0.5682698805422206,0.12199888056738195,1.0047771689827836,timesfm_C0_europe,-1.5949048486114743,0.11789229194392625,ns,-1.856032091167844,0.07015388289903825,*
endpoint,Europe,TimesFM validated context,timesfm_C0_europe,timesfm_C1_validated_europe,6,42,42,1.5316501217796679,1.5359077615675916,0.2779773087457228,-0.03728981496500144,0.5830307157881116,timesfm_C0_europe,-0.9381795888117443,0.3536462933969705,ns,-1.0587111362293264,0.2959291204179815,ns
endpoint,Europe,TimesFM validated context,timesfm_C0_europe,timesfm_C1_validated_europe,12,36,36,3.618879674275716,3.6155971589230753,-0.09070529136334253,-0.26816604670284677,0.05265564595713358,timesfm_C1_validated_europe,0.7137426497066184,0.48011913323147404,ns,-0.3657064383967118,0.7167852286384556,ns
path,Europe,TimesFM vs SARIMA,timesfm_C1_full_europe,sarima,1,47,47,0.4357534919901094,0.4125584617955405,-5.32297058335343,-28.37648345660717,29.22751344978913,sarima,0.3688780935668932,0.7139110425966837,ns,0.9029452682460279,0.3712591343222671,ns
path,Europe,TimesFM vs SARIMA,timesfm_C1_full_europe,sarima,3,135,45,0.6912703201859092,0.7170879982272501,3.7348165091765515,-14.502508047857036,24.671554883722195,timesfm_C1_full_europe,-0.3249786918949737,0.7457040208247174,ns,-0.5351604235108127,0.5934259282545571,ns
path,Europe,TimesFM vs SARIMA,timesfm_C1_full_europe,sarima,6,252,42,0.994965420677549,1.2259190120002028,23.212222909754956,5.471611563895709,45.343237338064384,timesfm_C1_full_europe,-2.029101376884077,0.043503394322622436,**,-2.412373272536757,0.016566954080164353,**
path,Europe,TimesFM vs SARIMA,timesfm_C1_full_europe,sarima,12,432,36,1.9946477586251719,2.410946967008804,20.870813234240924,8.680632019220024,37.560712613636085,timesfm_C1_full_europe,-2.5078477450425134,0.012513481850039466,**,-2.216436196110124,0.02718308038170357,**
endpoint,Europe,TimesFM vs SARIMA,timesfm_C1_full_europe,sarima,1,47,47,0.4357534919901094,0.4125584617955405,-5.32297058335343,-28.37648345660717,29.22751344978913,sarima,0.3688780935668932,0.7139110425966837,ns,0.9029452682460279,0.3712591343222671,ns
endpoint,Europe,TimesFM vs SARIMA,timesfm_C1_full_europe,sarima,3,45,45,0.9184117635091152,1.0194960822166927,11.006426825517707,-10.039067988555896,37.65176113272363,timesfm_C1_full_europe,-0.6116619596375251,0.5439091335319628,ns,-0.8477890173131796,0.4011438194987037,ns
endpoint,Europe,TimesFM vs SARIMA,timesfm_C1_full_europe,sarima,6,42,42,1.4582460530598955,2.0831392745064705,42.85238558577524,23.395913091617743,70.20016074445877,timesfm_C1_full_europe,-3.071350549068273,0.003774854545073343,**,-2.017649257347386,0.050205122630105015,*
endpoint,Europe,TimesFM vs SARIMA,timesfm_C1_full_europe,sarima,12,36,36,3.671084179348416,4.253733343702991,15.871310378341411,5.258330567778864,31.363466036056217,timesfm_C1_full_europe,-1.5880507063529938,0.1212690014376138,ns,-3.067543150618208,0.004147447206854888,**
path,Europe,TimesFM vs AutoARIMA,timesfm_C1_full_europe,auto_arima,1,47,47,0.4357534919901094,0.37584878101224267,-13.747385179698435,-32.71168682274477,11.628813163903798,auto_arima,1.1405364668910318,0.25996638457498267,ns,1.5695102567834207,0.12338309192132277,ns
path,Europe,TimesFM vs AutoARIMA,timesfm_C1_full_europe,auto_arima,3,135,45,0.6912703201859092,0.6574621404012408,-4.8907321488323126,-18.834529316241596,9.664034529374689,auto_arima,0.5760337703013456,0.5655585663406382,ns,0.034593098445366496,0.9724556820450012,ns
path,Europe,TimesFM vs AutoARIMA,timesfm_C1_full_europe,auto_arima,6,252,42,0.994965420677549,1.1472859847641517,15.309131445279354,1.390757035184335,31.139126354213406,timesfm_C1_full_europe,-1.7436483915607033,0.08244476961420619,*,-2.2208213208340926,0.02725613857032917,**
path,Europe,TimesFM vs AutoARIMA,timesfm_C1_full_europe,auto_arima,12,432,36,1.9946477586251719,2.509957169651539,25.834607077770393,13.520197722974775,41.886968180878185,timesfm_C1_full_europe,-3.4048281685701762,0.0007240583803286914,**,-2.796964056165676,0.005389478272355501,**
endpoint,Europe,TimesFM vs AutoARIMA,timesfm_C1_full_europe,auto_arima,1,47,47,0.4357534919901094,0.37584878101224267,-13.747385179698435,-32.71168682274477,11.628813163903798,auto_arima,1.1405364668910318,0.25996638457498267,ns,1.5695102567834207,0.12338309192132277,ns
endpoint,Europe,TimesFM vs AutoARIMA,timesfm_C1_full_europe,auto_arima,3,45,45,0.9184117635091152,0.9579423911573943,4.3042379484816715,-11.442996866333537,21.76378074455125,timesfm_C1_full_europe,-0.43163185987870684,0.6681166996484199,ns,-0.7563512645698693,0.4534694041485934,ns
endpoint,Europe,TimesFM vs AutoARIMA,timesfm_C1_full_europe,auto_arima,6,42,42,1.4582460530598955,1.9586205662651077,34.31344882814917,15.210802337981763,60.10055935747163,timesfm_C1_full_europe,-1.5519920194938366,0.12834995558453172,ns,-2.037304952896012,0.048109091693409836,**
endpoint,Europe,TimesFM vs AutoARIMA,timesfm_C1_full_europe,auto_arima,12,36,36,3.671084179348416,4.797591207473221,30.685949247961673,14.809166726698404,52.190403711101254,timesfm_C1_full_europe,-1.3711005492817758,0.17907166097283525,ns,-1.5558467981848565,0.12874172699288353,ns
path,Europe,TimesFM validated vs SARIMA,timesfm_C1_validated_europe,sarima,1,47,47,0.35160875902503014,0.4125584617955405,17.334523445751678,-4.432462291246724,45.3695439731691,timesfm_C1_validated_europe,-1.5722466968776834,0.12274709930961364,ns,-1.202551279231894,0.23530360643917284,ns
path,Europe,TimesFM validated vs SARIMA,timesfm_C1_validated_europe,sarima,3,135,45,0.7011866823735147,0.7170879982272501,2.267772086017027,-11.93066490566003,18.38537465883284,timesfm_C1_validated_europe,-0.25407482153201755,0.7998272103693795,ns,-0.4467345588305248,0.6557878875899629,ns
path,Europe,TimesFM validated vs SARIMA,timesfm_C1_validated_europe,sarima,6,252,42,1.0399445952580206,1.2259190120002028,17.883108156934078,5.145039403526568,33.245967959164396,timesfm_C1_validated_europe,-2.224583938995927,0.026998867084031875,**,-2.6668423409465865,0.008154485344131884,**
path,Europe,TimesFM validated vs SARIMA,timesfm_C1_validated_europe,sarima,12,432,36,2.0160966358149772,2.410946967008804,19.584891129696,9.693615595447055,33.424864693743935,timesfm_C1_validated_europe,-3.078781470615337,0.0022113012145024602,**,-2.6548552445869507,0.008228060271123572,**
endpoint,Europe,TimesFM validated vs SARIMA,timesfm_C1_validated_europe,sarima,1,47,47,0.35160875902503014,0.4125584617955405,17.334523445751678,-4.432462291246724,45.3695439731691,timesfm_C1_validated_europe,-1.5722466968776834,0.12274709930961364,ns,-1.202551279231894,0.23530360643917284,ns
endpoint,Europe,TimesFM validated vs SARIMA,timesfm_C1_validated_europe,sarima,3,45,45,0.9854807638719223,1.0194960822166927,3.451647113955361,-12.028167097832,20.922052057491477,timesfm_C1_validated_europe,-0.3116680634802796,0.7567648524195351,ns,-0.4757997171701475,0.6365710029241518,ns
endpoint,Europe,TimesFM validated vs SARIMA,timesfm_C1_validated_europe,sarima,6,42,42,1.5359077615675916,2.0831392745064705,35.629191194421644,20.795242155761088,58.223997015337915,timesfm_C1_validated_europe,-3.443365082996418,0.0013367917057193891,**,-2.662494961579277,0.011030195997772961,**
endpoint,Europe,TimesFM validated vs SARIMA,timesfm_C1_validated_europe,sarima,12,36,36,3.6155971589230753,4.253733343702991,17.649537731409985,7.715274665133308,32.95266725623236,timesfm_C1_validated_europe,-1.1486475579268522,0.25849119066461235,ns,-0.7729435022177497,0.4447447173957846,ns
path,Europe,TimesFM validated vs AutoARIMA,timesfm_C1_validated_europe,auto_arima,1,47,47,0.35160875902503014,0.37584878101224267,6.894032462225137,-10.741532384860442,28.334769987775946,timesfm_C1_validated_europe,-0.7236826459562451,0.4729249059334192,ns,-0.4625582069853938,0.6458617414579184,ns
path,Europe,TimesFM validated vs AutoARIMA,timesfm_C1_validated_europe,auto_arima,3,135,45,0.7011866823735147,0.6574621404012408,-6.235791847082204,-21.76054491925464,9.996393332388564,auto_arima,0.632949012247754,0.5278456285688431,ns,0.22079149389922573,0.825590849357196,ns
path,Europe,TimesFM validated vs AutoARIMA,timesfm_C1_validated_europe,auto_arima,6,252,42,1.0399445952580206,1.1472859847641517,10.321837335911011,-5.804525588793087,29.42666567989515,timesfm_C1_validated_europe,-0.9514879797125312,0.3422720350310178,ns,-1.1424643297299408,0.2543496781123764,ns
path,Europe,TimesFM validated vs AutoARIMA,timesfm_C1_validated_europe,auto_arima,12,432,36,2.0160966358149772,2.509957169651539,24.495876093604313,9.606699787430633,44.664338592754525,timesfm_C1_validated_europe,-2.5048337259146463,0.012619035815694167,**,-2.129783113068172,0.033755485663576494,**
endpoint,Europe,TimesFM validated vs AutoARIMA,timesfm_C1_validated_europe,auto_arima,1,47,47,0.35160875902503014,0.37584878101224267,6.894032462225137,-10.741532384860442,28.334769987775946,timesfm_C1_validated_europe,-0.7236826459562451,0.4729249059334192,ns,-0.4625582069853938,0.6458617414579184,ns
endpoint,Europe,TimesFM validated vs AutoARIMA,timesfm_C1_validated_europe,auto_arima,3,45,45,0.9854807638719223,0.9579423911573943,-2.7944099696406646,-19.62672895623358,15.998346998764012,auto_arima,0.20184540663606299,0.8409679106673869,ns,0.05339445055968097,0.9576593219484764,ns
endpoint,Europe,TimesFM validated vs AutoARIMA,timesfm_C1_validated_europe,auto_arima,6,42,42,1.5359077615675916,1.9586205662651077,27.522017615568483,6.369041866566766,57.28423143141217,timesfm_C1_validated_europe,-1.1458437895837605,0.25850389303223115,ns,-1.2932470170165726,0.20316508524697185,ns
endpoint,Europe,TimesFM validated vs AutoARIMA,timesfm_C1_validated_europe,auto_arima,12,36,36,3.6155971589230753,4.797591207473221,32.69153051614327,14.279666334131184,58.04053294927822,timesfm_C1_validated_europe,-1.2246872735109324,0.22887215803983202,ns,-1.2847482834969663,0.20731831794911504,ns
